,record_id,month,year,AverageTemperatureCelsius,AverageTemperatureUncertaintyCelsius,City,country_id,Country,Latitude,Longitude
6617,1356675,3,1884,18.152,1.153,Cape Town,SOU,South Africa,32.95S,18.19E
6618,1356676,4,1884,15.97,1.237,Cape Town,SOU,South Africa,32.95S,18.19E
6619,1356677,5,1884,14.434,1.219,Cape Town,SOU,South Africa,32.95S,18.19E
6620,1356678,6,1884,11.59,2.602,Cape Town,SOU,South Africa,32.95S,18.19E
6621,1356679,7,1884,10.256,0.878,Cape Town,SOU,South Africa,32.95S,18.19E
6622,1356680,8,1884,12.497,1.366,Cape Town,SOU,South Africa,32.95S,18.19E
6623,1356681,9,1884,12.662,0.882,Cape Town,SOU,South Africa,32.95S,18.19E
6624,1356682,10,1884,14.968,0.781,Cape Town,SOU,South Africa,32.95S,18.19E
6625,1356683,11,1884,16.141,1.845,Cape Town,SOU,South Africa,32.95S,18.19E
6626,1356684,12,1884,19.798,1.037,Cape Town,SOU,South Africa,32.95S,18.19E
6627,1356685,1,1885,20.506,2.495,Cape Town,SOU,South Africa,32.95S,18.19E
6628,1356686,2,1885,19.861,0.755,Cape Town,SOU,South Africa,32.95S,18.19E
6629,1356687,3,1885,18.595,0.903,Cape Town,SOU,South Africa,32.95S,18.19E
6630,1356688,4,1885,15.653,0.762,Cape Town,SOU,South Africa,32.95S,18.19E
6631,1356689,5,1885,12.775,1.939,Cape Town,SOU,South Africa,32.95S,18.19E
6632,1356690,6,1885,12.309,1.413,Cape Town,SOU,South Africa,32.95S,18.19E
6633,1356691,7,1885,12.643,1.83,Cape Town,SOU,South Africa,32.95S,18.19E
6634,1356692,8,1885,11.877,0.868,Cape Town,SOU,South Africa,32.95S,18.19E
6635,1356693,9,1885,14.782,2.182,Cape Town,SOU,South Africa,32.95S,18.19E
6636,1356694,10,1885,16.166,1.64,Cape Town,SOU,South Africa,32.95S,18.19E
6637,1356695,11,1885,17.661,0.944,Cape Town,SOU,South Africa,32.95S,18.19E
6638,1356696,12,1885,18.989,0.968,Cape Town,SOU,South Africa,32.95S,18.19E
6639,1356697,1,1886,20.349,1.455,Cape Town,SOU,South Africa,32.95S,18.19E
6640,1356698,2,1886,20.301,1.047,Cape Town,SOU,South Africa,32.95S,18.19E
6641,1356699,3,1886,18.663,0.785,Cape Town,SOU,South Africa,32.95S,18.19E
6642,1356700,4,1886,17.27,1.777,Cape Town,SOU,South Africa,32.95S,18.19E
6643,1356701,5,1886,14.186,1.395,Cape Town,SOU,South Africa,32.95S,18.19E
6644,1356702,6,1886,13.286,1.052,Cape Town,SOU,South Africa,32.95S,18.19E
6645,1356703,7,1886,11.365,0.776,Cape Town,SOU,South Africa,32.95S,18.19E
6646,1356704,8,1886,12.096,0.54,Cape Town,SOU,South Africa,32.95S,18.19E
6647,1356705,9,1886,13.824,0.694,Cape Town,SOU,South Africa,32.95S,18.19E
6648,1356706,10,1886,14.266,1.112,Cape Town,SOU,South Africa,32.95S,18.19E
6649,1356707,11,1886,17.102,1.294,Cape Town,SOU,South Africa,32.95S,18.19E
6650,1356708,12,1886,18.364,1.178,Cape Town,SOU,South Africa,32.95S,18.19E
6651,1356709,1,1887,19.098,1.104,Cape Town,SOU,South Africa,32.95S,18.19E
6652,1356710,2,1887,19.612,1.374,Cape Town,SOU,South Africa,32.95S,18.19E
6653,1356711,3,1887,18.814,0.806,Cape Town,SOU,South Africa,32.95S,18.19E
6654,1356712,4,1887,15.926,0.904,Cape Town,SOU,South Africa,32.95S,18.19E
6655,1356713,5,1887,14.706,0.947,Cape Town,SOU,South Africa,32.95S,18.19E
6656,1356714,6,1887,12.831,0.478,Cape Town,SOU,South Africa,32.95S,18.19E
6657,1356715,7,1887,11.004,0.872,Cape Town,SOU,South Africa,32.95S,18.19E
6658,1356716,8,1887,11.641,0.606,Cape Town,SOU,South Africa,32.95S,18.19E
6659,1356717,9,1887,14.909,1.712,Cape Town,SOU,South Africa,32.95S,18.19E
6660,1356718,10,1887,14.582,1.148,Cape Town,SOU,South Africa,32.95S,18.19E
6661,1356719,11,1887,18.046,2.664,Cape Town,SOU,South Africa,32.95S,18.19E
6662,1356720,12,1887,17.903,0.717,Cape Town,SOU,South Africa,32.95S,18.19E
6663,1356721,1,1888,19.979,2.612,Cape Town,SOU,South Africa,32.95S,18.19E
6664,1356722,2,1888,20.406,2.046,Cape Town,SOU,South Africa,32.95S,18.19E
6665,1356723,3,1888,18.692,2.065,Cape Town,SOU,South Africa,32.95S,18.19E
6667,1356725,5,1888,13.319,0.814,Cape Town,SOU,South Africa,32.95S,18.19E
6668,1356726,6,1888,12.574,0.71,Cape Town,SOU,South Africa,32.95S,18.19E
6669,1356727,7,1888,10.648,1.241,Cape Town,SOU,South Africa,32.95S,18.19E
6670,1356728,8,1888,12.027,0.844,Cape Town,SOU,South Africa,32.95S,18.19E
6671,1356729,9,1888,14.259,1.305,Cape Town,SOU,South Africa,32.95S,18.19E
6672,1356730,10,1888,15.43,1.562,Cape Town,SOU,South Africa,32.95S,18.19E
6673,1356731,11,1888,15.439,2.462,Cape Town,SOU,South Africa,32.95S,18.19E
6674,1356732,12,1888,18.182,1.205,Cape Town,SOU,South Africa,32.95S,18.19E
6675,1356733,1,1889,19.479,0.96,Cape Town,SOU,South Africa,32.95S,18.19E
6676,1356734,2,1889,19.649,0.769,Cape Town,SOU,South Africa,32.95S,18.19E
6677,1356735,3,1889,18.647,1.389,Cape Town,SOU,South Africa,32.95S,18.19E
6678,1356736,4,1889,16.16,2.01,Cape Town,SOU,South Africa,32.95S,18.19E
6679,1356737,5,1889,14.402,0.74,Cape Town,SOU,South Africa,32.95S,18.19E
6680,1356738,6,1889,12.346,1.262,Cape Town,SOU,South Africa,32.95S,18.19E
6681,1356739,7,1889,11.657,1.123,Cape Town,SOU,South Africa,32.95S,18.19E
6682,1356740,8,1889,12.255,1.101,Cape Town,SOU,South Africa,32.95S,18.19E
6683,1356741,9,1889,13.269,0.73,Cape Town,SOU,South Africa,32.95S,18.19E
6684,1356742,10,1889,15.287,0.793,Cape Town,SOU,South Africa,32.95S,18.19E
6685,1356743,11,1889,16.465,0.982,Cape Town,SOU,South Africa,32.95S,18.19E
6686,1356744,12,1889,17.939,1.4,Cape Town,SOU,South Africa,32.95S,18.19E
6687,1356745,1,1890,18.805,0.86,Cape Town,SOU,South Africa,32.95S,18.19E
6688,1356746,2,1890,18.983,0.845,Cape Town,SOU,South Africa,32.95S,18.19E
6689,1356747,3,1890,18.532,1.232,Cape Town,SOU,South Africa,32.95S,18.19E
6690,1356748,4,1890,15.578,0.729,Cape Town,SOU,South Africa,32.95S,18.19E
6691,1356749,5,1890,13.193,0.865,Cape Town,SOU,South Africa,32.95S,18.19E
6692,1356750,6,1890,13.376,0.773,Cape Town,SOU,South Africa,32.95S,18.19E
6693,1356751,7,1890,10.425,1.194,Cape Town,SOU,South Africa,32.95S,18.19E
6694,1356752,8,1890,11.02,1.004,Cape Town,SOU,South Africa,32.95S,18.19E
6695,1356753,9,1890,13.499,1.298,Cape Town,SOU,South Africa,32.95S,18.19E
6696,1356754,10,1890,14.928,0.864,Cape Town,SOU,South Africa,32.95S,18.19E
6697,1356755,11,1890,16.715,0.702,Cape Town,SOU,South Africa,32.95S,18.19E
6698,1356756,12,1890,19.236,1.154,Cape Town,SOU,South Africa,32.95S,18.19E
6699,1356757,1,1891,19.71,0.881,Cape Town,SOU,South Africa,32.95S,18.19E
6700,1356758,2,1891,18.089,1.91,Cape Town,SOU,South Africa,32.95S,18.19E
6701,1356759,3,1891,19.006,0.549,Cape Town,SOU,South Africa,32.95S,18.19E
6702,1356760,4,1891,16.906,1.555,Cape Town,SOU,South Africa,32.95S,18.19E
6703,1356761,5,1891,14.063,0.68,Cape Town,SOU,South Africa,32.95S,18.19E
6704,1356762,6,1891,12.292,0.641,Cape Town,SOU,South Africa,32.95S,18.19E
6705,1356763,7,1891,13.075,1.352,Cape Town,SOU,South Africa,32.95S,18.19E
6706,1356764,8,1891,11.895,0.793,Cape Town,SOU,South Africa,32.95S,18.19E
6707,1356765,9,1891,12.494,1.599,Cape Town,SOU,South Africa,32.95S,18.19E
6708,1356766,10,1891,15.308,0.608,Cape Town,SOU,South Africa,32.95S,18.19E
6709,1356767,11,1891,17.553,0.773,Cape Town,SOU,South Africa,32.95S,18.19E
6710,1356768,12,1891,17.536,0.588,Cape Town,SOU,South Africa,32.95S,18.19E
6711,1356769,1,1892,19.21,1.009,Cape Town,SOU,South Africa,32.95S,18.19E
6712,1356770,2,1892,18.929,1.975,Cape Town,SOU,South Africa,32.95S,18.19E
6713,1356771,3,1892,18.332,1.0,Cape Town,SOU,South Africa,32.95S,18.19E
6714,1356772,4,1892,15.734,2.319,Cape Town,SOU,South Africa,32.95S,18.19E
6715,1356773,5,1892,13.226,1.191,Cape Town,SOU,South Africa,32.95S,18.19E
6716,1356774,6,1892,11.972,1.118,Cape Town,SOU,South Africa,32.95S,18.19E
6717,1356775,7,1892,11.046,0.538,Cape Town,SOU,South Africa,32.95S,18.19E
6718,1356776,8,1892,11.304,0.632,Cape Town,SOU,South Africa,32.95S,18.19E
6719,1356777,9,1892,12.083,1.917,Cape Town,SOU,South Africa,32.95S,18.19E
6720,1356778,10,1892,14.435,0.796,Cape Town,SOU,South Africa,32.95S,18.19E
6721,1356779,11,1892,16.395,1.287,Cape Town,SOU,South Africa,32.95S,18.19E
6722,1356780,12,1892,17.275,1.938,Cape Town,SOU,South Africa,32.95S,18.19E
6723,1356781,1,1893,18.436,0.797,Cape Town,SOU,South Africa,32.95S,18.19E
6724,1356782,2,1893,19.393,0.804,Cape Town,SOU,South Africa,32.95S,18.19E
6725,1356783,3,1893,19.863,0.8,Cape Town,SOU,South Africa,32.95S,18.19E
6726,1356784,4,1893,16.395,0.752,Cape Town,SOU,South Africa,32.95S,18.19E
6727,1356785,5,1893,14.321,0.791,Cape Town,SOU,South Africa,32.95S,18.19E
6728,1356786,6,1893,12.383,1.151,Cape Town,SOU,South Africa,32.95S,18.19E
6729,1356787,7,1893,12.043,1.107,Cape Town,SOU,South Africa,32.95S,18.19E
6730,1356788,8,1893,11.387,0.921,Cape Town,SOU,South Africa,32.95S,18.19E
6731,1356789,9,1893,13.114,0.709,Cape Town,SOU,South Africa,32.95S,18.19E
6732,1356790,10,1893,14.24,0.663,Cape Town,SOU,South Africa,32.95S,18.19E
6733,1356791,11,1893,17.209,0.74,Cape Town,SOU,South Africa,32.95S,18.19E
6734,1356792,12,1893,18.447,0.986,Cape Town,SOU,South Africa,32.95S,18.19E
6735,1356793,1,1894,19.463,0.731,Cape Town,SOU,South Africa,32.95S,18.19E
6736,1356794,2,1894,19.992,0.888,Cape Town,SOU,South Africa,32.95S,18.19E
6737,1356795,3,1894,18.999,0.872,Cape Town,SOU,South Africa,32.95S,18.19E
6738,1356796,4,1894,16.325,0.98,Cape Town,SOU,South Africa,32.95S,18.19E
6739,1356797,5,1894,14.729,1.105,Cape Town,SOU,South Africa,32.95S,18.19E
6740,1356798,6,1894,11.905,1.214,Cape Town,SOU,South Africa,32.95S,18.19E
6741,1356799,7,1894,11.141,0.895,Cape Town,SOU,South Africa,32.95S,18.19E
6742,1356800,8,1894,11.87,1.98,Cape Town,SOU,South Africa,32.95S,18.19E
6743,1356801,9,1894,13.489,0.719,Cape Town,SOU,South Africa,32.95S,18.19E
6744,1356802,10,1894,14.862,1.65,Cape Town,SOU,South Africa,32.95S,18.19E
6745,1356803,11,1894,16.966,1.124,Cape Town,SOU,South Africa,32.95S,18.19E
6747,1356805,1,1895,19.475,1.231,Cape Town,SOU,South Africa,32.95S,18.19E
6748,1356806,2,1895,19.701,1.535,Cape Town,SOU,South Africa,32.95S,18.19E
6749,1356807,3,1895,19.119,0.682,Cape Town,SOU,South Africa,32.95S,18.19E
6750,1356808,4,1895,16.105,0.673,Cape Town,SOU,South Africa,32.95S,18.19E
6751,1356809,5,1895,13.461,1.654,Cape Town,SOU,South Africa,32.95S,18.19E
6752,1356810,6,1895,11.593,0.956,Cape Town,SOU,South Africa,32.95S,18.19E
6753,1356811,7,1895,11.056,1.621,Cape Town,SOU,South Africa,32.95S,18.19E
6754,1356812,8,1895,11.823,1.655,Cape Town,SOU,South Africa,32.95S,18.19E
6755,1356813,9,1895,12.706,1.25,Cape Town,SOU,South Africa,32.95S,18.19E
6756,1356814,10,1895,14.834,1.433,Cape Town,SOU,South Africa,32.95S,18.19E
6757,1356815,11,1895,17.136,1.694,Cape Town,SOU,South Africa,32.95S,18.19E
6758,1356816,12,1895,18.209,0.864,Cape Town,SOU,South Africa,32.95S,18.19E
6759,1356817,1,1896,18.546,2.02,Cape Town,SOU,South Africa,32.95S,18.19E
6760,1356818,2,1896,20.085,0.746,Cape Town,SOU,South Africa,32.95S,18.19E
6761,1356819,3,1896,18.378,1.56,Cape Town,SOU,South Africa,32.95S,18.19E
6762,1356820,4,1896,16.226,0.879,Cape Town,SOU,South Africa,32.95S,18.19E
6763,1356821,5,1896,14.713,1.015,Cape Town,SOU,South Africa,32.95S,18.19E
6764,1356822,6,1896,12.174,1.078,Cape Town,SOU,South Africa,32.95S,18.19E
6765,1356823,7,1896,11.881,0.609,Cape Town,SOU,South Africa,32.95S,18.19E
6766,1356824,8,1896,13.052,0.765,Cape Town,SOU,South Africa,32.95S,18.19E
6767,1356825,9,1896,13.839,0.747,Cape Town,SOU,South Africa,32.95S,18.19E
6768,1356826,10,1896,16.702,1.095,Cape Town,SOU,South Africa,32.95S,18.19E
6769,1356827,11,1896,16.942,0.699,Cape Town,SOU,South Africa,32.95S,18.19E
6770,1356828,12,1896,19.052,0.739,Cape Town,SOU,South Africa,32.95S,18.19E
6771,1356829,1,1897,19.264,1.7,Cape Town,SOU,South Africa,32.95S,18.19E
6772,1356830,2,1897,19.736,0.771,Cape Town,SOU,South Africa,32.95S,18.19E
6773,1356831,3,1897,18.172,0.729,Cape Town,SOU,South Africa,32.95S,18.19E
6774,1356832,4,1897,17.025,1.416,Cape Town,SOU,South Africa,32.95S,18.19E
6775,1356833,5,1897,15.239,0.706,Cape Town,SOU,South Africa,32.95S,18.19E
6776,1356834,6,1897,12.642,1.395,Cape Town,SOU,South Africa,32.95S,18.19E
6777,1356835,7,1897,11.668,1.005,Cape Town,SOU,South Africa,32.95S,18.19E
6778,1356836,8,1897,12.657,0.598,Cape Town,SOU,South Africa,32.95S,18.19E
6779,1356837,9,1897,12.637,1.318,Cape Town,SOU,South Africa,32.95S,18.19E
6780,1356838,10,1897,15.135,1.346,Cape Town,SOU,South Africa,32.95S,18.19E
6781,1356839,11,1897,15.926,1.575,Cape Town,SOU,South Africa,32.95S,18.19E
6782,1356840,12,1897,18.71,1.351,Cape Town,SOU,South Africa,32.95S,18.19E
6783,1356841,1,1898,18.804,1.013,Cape Town,SOU,South Africa,32.95S,18.19E
6784,1356842,2,1898,19.074,1.046,Cape Town,SOU,South Africa,32.95S,18.19E
6785,1356843,3,1898,18.181,0.838,Cape Town,SOU,South Africa,32.95S,18.19E
6786,1356844,4,1898,15.134,1.784,Cape Town,SOU,South Africa,32.95S,18.19E
6787,1356845,5,1898,13.439,1.087,Cape Town,SOU,South Africa,32.95S,18.19E
6788,1356846,6,1898,12.217,0.85,Cape Town,SOU,South Africa,32.95S,18.19E
6789,1356847,7,1898,11.474,0.712,Cape Town,SOU,South Africa,32.95S,18.19E
6790,1356848,8,1898,13.407,1.552,Cape Town,SOU,South Africa,32.95S,18.19E
6791,1356849,9,1898,12.999,0.65,Cape Town,SOU,South Africa,32.95S,18.19E
6792,1356850,10,1898,14.233,0.668,Cape Town,SOU,South Africa,32.95S,18.19E
6793,1356851,11,1898,17.234,0.77,Cape Town,SOU,South Africa,32.95S,18.19E
6794,1356852,12,1898,17.603,2.542,Cape Town,SOU,South Africa,32.95S,18.19E
6795,1356853,1,1899,18.747,2.014,Cape Town,SOU,South Africa,32.95S,18.19E
6796,1356854,2,1899,19.454,1.721,Cape Town,SOU,South Africa,32.95S,18.19E
6797,1356855,3,1899,19.107,0.806,Cape Town,SOU,South Africa,32.95S,18.19E
6798,1356856,4,1899,15.861,1.26,Cape Town,SOU,South Africa,32.95S,18.19E
6799,1356857,5,1899,14.06,1.428,Cape Town,SOU,South Africa,32.95S,18.19E
6800,1356858,6,1899,12.175,0.81,Cape Town,SOU,South Africa,32.95S,18.19E
6801,1356859,7,1899,12.517,1.421,Cape Town,SOU,South Africa,32.95S,18.19E
6802,1356860,8,1899,12.611,0.995,Cape Town,SOU,South Africa,32.95S,18.19E
6803,1356861,9,1899,13.629,1.685,Cape Town,SOU,South Africa,32.95S,18.19E
6804,1356862,10,1899,14.735,1.157,Cape Town,SOU,South Africa,32.95S,18.19E
6805,1356863,11,1899,17.057,0.699,Cape Town,SOU,South Africa,32.95S,18.19E
6806,1356864,12,1899,18.766,0.842,Cape Town,SOU,South Africa,32.95S,18.19E
6807,1356865,1,1900,18.967,0.705,Cape Town,SOU,South Africa,32.95S,18.19E
6808,1356866,2,1900,20.19,0.799,Cape Town,SOU,South Africa,32.95S,18.19E
6809,1356867,3,1900,18.353,0.852,Cape Town,SOU,South Africa,32.95S,18.19E
6810,1356868,4,1900,18.27,1.676,Cape Town,SOU,South Africa,32.95S,18.19E
6811,1356869,5,1900,15.776,2.093,Cape Town,SOU,South Africa,32.95S,18.19E
6812,1356870,6,1900,13.424,0.758,Cape Town,SOU,South Africa,32.95S,18.19E
6813,1356871,7,1900,12.47,1.302,Cape Town,SOU,South Africa,32.95S,18.19E
6814,1356872,8,1900,11.636,0.543,Cape Town,SOU,South Africa,32.95S,18.19E
6815,1356873,9,1900,14.662,1.627,Cape Town,SOU,South Africa,32.95S,18.19E
6816,1356874,10,1900,14.277,0.742,Cape Town,SOU,South Africa,32.95S,18.19E
6817,1356875,11,1900,16.325,0.995,Cape Town,SOU,South Africa,32.95S,18.19E
6818,1356876,12,1900,18.834,1.007,Cape Town,SOU,South Africa,32.95S,18.19E
6819,1356877,1,1901,17.995,1.248,Cape Town,SOU,South Africa,32.95S,18.19E
6820,1356878,2,1901,19.251,0.819,Cape Town,SOU,South Africa,32.95S,18.19E
6821,1356879,3,1901,17.816,0.575,Cape Town,SOU,South Africa,32.95S,18.19E
6822,1356880,4,1901,17.358,1.078,Cape Town,SOU,South Africa,32.95S,18.19E
6823,1356881,5,1901,14.114,0.623,Cape Town,SOU,South Africa,32.95S,18.19E
6824,1356882,6,1901,13.333,1.223,Cape Town,SOU,South Africa,32.95S,18.19E
6825,1356883,7,1901,12.113,0.846,Cape Town,SOU,South Africa,32.95S,18.19E
6826,1356884,8,1901,13.89,1.687,Cape Town,SOU,South Africa,32.95S,18.19E
6827,1356885,9,1901,13.699,0.856,Cape Town,SOU,South Africa,32.95S,18.19E
6828,1356886,10,1901,15.878,1.434,Cape Town,SOU,South Africa,32.95S,18.19E
6829,1356887,11,1901,17.051,0.752,Cape Town,SOU,South Africa,32.95S,18.19E
6830,1356888,12,1901,18.61,0.685,Cape Town,SOU,South Africa,32.95S,18.19E
6831,1356889,1,1902,17.82,0.958,Cape Town,SOU,South Africa,32.95S,18.19E
6832,1356890,2,1902,19.961,0.935,Cape Town,SOU,South Africa,32.95S,18.19E
6833,1356891,3,1902,19.795,1.362,Cape Town,SOU,South Africa,32.95S,18.19E
6834,1356892,4,1902,15.785,0.562,Cape Town,SOU,South Africa,32.95S,18.19E
6835,1356893,5,1902,15.815,1.662,Cape Town,SOU,South Africa,32.95S,18.19E
6836,1356894,6,1902,12.124,0.871,Cape Town,SOU,South Africa,32.95S,18.19E
6837,1356895,7,1902,11.852,0.863,Cape Town,SOU,South Africa,32.95S,18.19E
6838,1356896,8,1902,11.701,0.806,Cape Town,SOU,South Africa,32.95S,18.19E
6839,1356897,9,1902,12.787,1.932,Cape Town,SOU,South Africa,32.95S,18.19E
6840,1356898,10,1902,15.87,0.665,Cape Town,SOU,South Africa,32.95S,18.19E
6841,1356899,11,1902,15.626,0.922,Cape Town,SOU,South Africa,32.95S,18.19E
6842,1356900,12,1902,19.359,1.658,Cape Town,SOU,South Africa,32.95S,18.19E
6843,1356901,1,1903,18.633,1.106,Cape Town,SOU,South Africa,32.95S,18.19E
6844,1356902,2,1903,19.015,1.772,Cape Town,SOU,South Africa,32.95S,18.19E
6845,1356903,3,1903,17.804,0.878,Cape Town,SOU,South Africa,32.95S,18.19E
6846,1356904,4,1903,15.48,0.736,Cape Town,SOU,South Africa,32.95S,18.19E
6847,1356905,5,1903,13.376,1.038,Cape Town,SOU,South Africa,32.95S,18.19E
6848,1356906,6,1903,11.053,1.195,Cape Town,SOU,South Africa,32.95S,18.19E
6849,1356907,7,1903,11.692,1.522,Cape Town,SOU,South Africa,32.95S,18.19E
6850,1356908,8,1903,11.343,0.602,Cape Town,SOU,South Africa,32.95S,18.19E
6851,1356909,9,1903,14.212,1.044,Cape Town,SOU,South Africa,32.95S,18.19E
6852,1356910,10,1903,13.031,1.639,Cape Town,SOU,South Africa,32.95S,18.19E
6853,1356911,11,1903,15.271,1.123,Cape Town,SOU,South Africa,32.95S,18.19E
6854,1356912,12,1903,18.658,1.519,Cape Town,SOU,South Africa,32.95S,18.19E
6855,1356913,1,1904,19.25,1.293,Cape Town,SOU,South Africa,32.95S,18.19E
6856,1356914,2,1904,19.228,1.582,Cape Town,SOU,South Africa,32.95S,18.19E
6857,1356915,3,1904,18.286,0.626,Cape Town,SOU,South Africa,32.95S,18.19E
6858,1356916,4,1904,15.6,1.16,Cape Town,SOU,South Africa,32.95S,18.19E
6859,1356917,5,1904,14.232,0.827,Cape Town,SOU,South Africa,32.95S,18.19E
6860,1356918,6,1904,12.266,0.814,Cape Town,SOU,South Africa,32.95S,18.19E
6861,1356919,7,1904,12.62,0.769,Cape Town,SOU,South Africa,32.95S,18.19E
6862,1356920,8,1904,11.882,0.707,Cape Town,SOU,South Africa,32.95S,18.19E
6863,1356921,9,1904,13.219,0.566,Cape Town,SOU,South Africa,32.95S,18.19E
6864,1356922,10,1904,14.366,0.578,Cape Town,SOU,South Africa,32.95S,18.19E
6865,1356923,11,1904,16.151,1.247,Cape Town,SOU,South Africa,32.95S,18.19E
6866,1356924,12,1904,17.751,0.862,Cape Town,SOU,South Africa,32.95S,18.19E
6867,1356925,1,1905,19.214,0.791,Cape Town,SOU,South Africa,32.95S,18.19E
6868,1356926,2,1905,19.087,0.642,Cape Town,SOU,South Africa,32.95S,18.19E
6869,1356927,3,1905,19.031,1.428,Cape Town,SOU,South Africa,32.95S,18.19E
6870,1356928,4,1905,17.33,1.138,Cape Town,SOU,South Africa,32.95S,18.19E
6871,1356929,5,1905,13.551,0.602,Cape Town,SOU,South Africa,32.95S,18.19E
6872,1356930,6,1905,10.817,2.546,Cape Town,SOU,South Africa,32.95S,18.19E
6873,1356931,7,1905,12.402,1.022,Cape Town,SOU,South Africa,32.95S,18.19E
6874,1356932,8,1905,10.886,0.523,Cape Town,SOU,South Africa,32.95S,18.19E
6875,1356933,9,1905,13.392,1.14,Cape Town,SOU,South Africa,32.95S,18.19E
6876,1356934,10,1905,14.797,0.675,Cape Town,SOU,South Africa,32.95S,18.19E
6877,1356935,11,1905,16.902,1.458,Cape Town,SOU,South Africa,32.95S,18.19E
6878,1356936,12,1905,18.047,0.883,Cape Town,SOU,South Africa,32.95S,18.19E
6879,1356937,1,1906,19.181,2.187,Cape Town,SOU,South Africa,32.95S,18.19E
6880,1356938,2,1906,19.625,0.688,Cape Town,SOU,South Africa,32.95S,18.19E
6881,1356939,3,1906,18.663,1.311,Cape Town,SOU,South Africa,32.95S,18.19E
6882,1356940,4,1906,15.958,0.546,Cape Town,SOU,South Africa,32.95S,18.19E
6883,1356941,5,1906,14.203,0.716,Cape Town,SOU,South Africa,32.95S,18.19E
6884,1356942,6,1906,12.693,0.674,Cape Town,SOU,South Africa,32.95S,18.19E
6885,1356943,7,1906,10.618,1.737,Cape Town,SOU,South Africa,32.95S,18.19E
6886,1356944,8,1906,10.423,1.02,Cape Town,SOU,South Africa,32.95S,18.19E
6887,1356945,9,1906,12.705,0.805,Cape Town,SOU,South Africa,32.95S,18.19E
6888,1356946,10,1906,14.413,0.503,Cape Town,SOU,South Africa,32.95S,18.19E
6889,1356947,11,1906,17.566,0.652,Cape Town,SOU,South Africa,32.95S,18.19E
6890,1356948,12,1906,17.312,1.167,Cape Town,SOU,South Africa,32.95S,18.19E
6891,1356949,1,1907,18.823,0.687,Cape Town,SOU,South Africa,32.95S,18.19E
6892,1356950,2,1907,19.059,0.551,Cape Town,SOU,South Africa,32.95S,18.19E
6893,1356951,3,1907,18.647,0.651,Cape Town,SOU,South Africa,32.95S,18.19E
6894,1356952,4,1907,15.821,0.822,Cape Town,SOU,South Africa,32.95S,18.19E
6895,1356953,5,1907,12.283,1.832,Cape Town,SOU,South Africa,32.95S,18.19E
6896,1356954,6,1907,12.343,1.372,Cape Town,SOU,South Africa,32.95S,18.19E
6897,1356955,7,1907,12.421,1.434,Cape Town,SOU,South Africa,32.95S,18.19E
6898,1356956,8,1907,12.966,2.111,Cape Town,SOU,South Africa,32.95S,18.19E
6899,1356957,9,1907,13.917,0.939,Cape Town,SOU,South Africa,32.95S,18.19E
6900,1356958,10,1907,14.412,1.047,Cape Town,SOU,South Africa,32.95S,18.19E
6901,1356959,11,1907,15.831,0.56,Cape Town,SOU,South Africa,32.95S,18.19E
6902,1356960,12,1907,17.962,0.724,Cape Town,SOU,South Africa,32.95S,18.19E
6903,1356961,1,1908,18.43,0.914,Cape Town,SOU,South Africa,32.95S,18.19E
6904,1356962,2,1908,19.114,1.695,Cape Town,SOU,South Africa,32.95S,18.19E
6905,1356963,3,1908,17.985,1.168,Cape Town,SOU,South Africa,32.95S,18.19E
6906,1356964,4,1908,13.568,1.243,Cape Town,SOU,South Africa,32.95S,18.19E
6907,1356965,5,1908,15.213,0.924,Cape Town,SOU,South Africa,32.95S,18.19E
6908,1356966,6,1908,11.481,1.198,Cape Town,SOU,South Africa,32.95S,18.19E
6909,1356967,7,1908,11.94,0.619,Cape Town,SOU,South Africa,32.95S,18.19E
6910,1356968,8,1908,11.536,0.874,Cape Town,SOU,South Africa,32.95S,18.19E
6911,1356969,9,1908,13.397,0.875,Cape Town,SOU,South Africa,32.95S,18.19E
6912,1356970,10,1908,14.66,1.154,Cape Town,SOU,South Africa,32.95S,18.19E
6913,1356971,11,1908,16.067,0.751,Cape Town,SOU,South Africa,32.95S,18.19E
6914,1356972,12,1908,19.373,1.611,Cape Town,SOU,South Africa,32.95S,18.19E
6915,1356973,1,1909,19.545,0.668,Cape Town,SOU,South Africa,32.95S,18.19E
6916,1356974,2,1909,19.784,1.592,Cape Town,SOU,South Africa,32.95S,18.19E
6917,1356975,3,1909,17.964,0.696,Cape Town,SOU,South Africa,32.95S,18.19E
6918,1356976,4,1909,17.086,0.781,Cape Town,SOU,South Africa,32.95S,18.19E
6919,1356977,5,1909,14.246,1.199,Cape Town,SOU,South Africa,32.95S,18.19E
6920,1356978,6,1909,13.52,0.762,Cape Town,SOU,South Africa,32.95S,18.19E
6921,1356979,7,1909,12.556,1.435,Cape Town,SOU,South Africa,32.95S,18.19E
6922,1356980,8,1909,11.962,2.305,Cape Town,SOU,South Africa,32.95S,18.19E
6923,1356981,9,1909,14.335,1.019,Cape Town,SOU,South Africa,32.95S,18.19E
6924,1356982,10,1909,14.508,0.93,Cape Town,SOU,South Africa,32.95S,18.19E
6925,1356983,11,1909,17.77,1.588,Cape Town,SOU,South Africa,32.95S,18.19E
6926,1356984,12,1909,16.885,0.957,Cape Town,SOU,South Africa,32.95S,18.19E
6927,1356985,1,1910,19.766,0.705,Cape Town,SOU,South Africa,32.95S,18.19E
